x       y       id    rot    scale sx    sy    nt  class       AABB
1945.00  155.00   509    0.0  1.00  1.00  1.00  0  decor       -
1945.00  155.00   545    0.0  1.00  1.00  1.00  0  decor       -
1965.00   15.00   471    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1965.00   15.00   480    0.0  1.00  1.00  1.00  0  decor       -
1965.00   45.00   471    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1965.00   45.00   480    0.0  1.00  1.00  1.00  0  decor       -
1965.00   75.00   471    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1965.00   75.00   480    0.0  1.00  1.00  1.00  0  decor       -
1965.00  105.00   471    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1965.00  105.00   480    0.0  1.00  1.00  1.00  0  decor       -
1965.00  135.00   470    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1965.00  135.00   478    0.0  1.00  1.00  1.00  0  decor       -
1965.00  155.00   506    0.0  1.00  1.00  1.00  0  decor       -
1965.00  155.00   542    0.0  1.00  1.00  1.00  0  decor       -
1993.00   21.00   453    0.0  1.00  1.00  1.00  0  decor       -
1993.00   51.00   453    0.0  1.00  1.00  1.00  0  decor       -
1993.00   81.00   453    0.0  1.00  1.00  1.00  0  decor       -
1993.00  111.00   453    0.0  1.00  1.00  1.00  0  decor       -
1993.00  141.00   454    0.0  1.00  1.00  1.00  0  decor       -
1995.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
1995.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2005.00  135.00   506  -90.0  1.00  1.00  1.00  0  decor       -
2005.00  135.00   542  -90.0  1.00  1.00  1.00  0  decor       -
2005.00  155.00   509    0.0  1.00  1.00  1.00  0  decor       -
2005.00  155.00   545    0.0  1.00  1.00  1.00  0  decor       -
2009.50  155.00   508    0.0  1.00  1.00  1.00  0  decor       -
2019.00  317.00   454    0.0  1.00  1.00  1.00  0  decor       -
2019.00  347.00   453    0.0  1.00  1.00  1.00  0  decor       -
2019.00  377.00   453    0.0  1.00  1.00  1.00  0  decor       -
2019.00  407.00   453    0.0  1.00  1.00  1.00  0  decor       -
2019.00  437.00   453    0.0  1.00  1.00  1.00  0  decor       -
2025.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
2025.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2025.00  102.00   107    0.0  1.00  1.00  1.00  0  decor       -
2025.00  135.00   467    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
2025.00  135.00   477    0.0  1.00  1.00  1.00  0  decor       -
2025.00  155.00   542    0.0  1.00  1.00  1.00  0  decor       -
2025.00  165.00   216    0.0  1.00  1.00  1.00  0  hazard:0    6.00x12.00
2035.00  315.00   506  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  315.00   542  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  345.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  345.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  375.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  375.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  405.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  405.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  435.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2035.00  435.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2040.75  345.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2040.75  375.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2040.75  405.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2040.75  435.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2047.39   11.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2047.39   41.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2047.39   71.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2047.39  101.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2047.39  131.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2047.39  161.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2047.39  191.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2054.92  225.38   223    0.0  1.00  1.00  1.00  0  decor       -
2055.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
2055.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2055.00  225.00    84    0.0  1.00  1.00  1.00  0  orb:3       36.00x36.00
2055.00  225.00   222    0.0  1.00  1.00  1.00  0  decor       -
2055.00  225.00   236    0.0  1.00  1.00  1.00  0  decor       -
2055.00  293.00    17 -180.0  1.00  1.00  1.00  0  decor       -
2055.00  315.00   469    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
2055.00  315.00   478 -180.0  1.00  1.00  1.00  0  decor       -
2055.00  345.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2055.00  375.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2055.00  405.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2055.00  435.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2063.39   11.77   503   90.0  1.00  1.00  1.00  0  decor       -
2063.39   41.77   503   90.0  1.00  1.00  1.00  0  decor       -
2063.39   71.77   503   90.0  1.00  1.00  1.00  0  decor       -
2063.39  101.77   503   90.0  1.00  1.00  1.00  0  decor       -
2063.39  131.77   503   90.0  1.00  1.00  1.00  0  decor       -
2063.39  161.77   503   90.0  1.00  1.00  1.00  0  decor       -
2063.39  191.77   503   90.0  1.00  1.00  1.00  0  decor       -
2085.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
2085.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2085.00  315.00   469    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
2085.00  315.00   478 -180.0  1.00  1.00  1.00  0  decor       -
2085.00  345.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2085.00  375.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2085.00  405.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2085.00  435.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2099.25  345.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2099.25  375.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2099.25  405.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2099.25  435.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2113.00  317.00   454    0.0  1.00  1.00  1.00  0  decor       -
2113.00  347.00   453    0.0  1.00  1.00  1.00  0  decor       -
2113.00  377.00   453    0.0  1.00  1.00  1.00  0  decor       -
2113.00  407.00   453    0.0  1.00  1.00  1.00  0  decor       -
2113.00  437.00   453    0.0  1.00  1.00  1.00  0  decor       -
2115.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
2115.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2125.00  335.00   506  -90.0  1.00  1.00  1.00  0  decor       -
2125.00  335.00   542  -90.0  1.00  1.00  1.00  0  decor       -
2125.00  355.00   509    0.0  1.00  1.00  1.00  0  decor       -
2125.00  355.00   545    0.0  1.00  1.00  1.00  0  decor       -
2139.00  374.00   107    0.0  1.00  1.00  1.00  0  decor       -
2145.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
2145.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2145.00  311.00   218 -180.0  1.00  1.00  1.00  0  hazard:0    4.00x7.60
2145.00  335.00   467    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
2145.00  335.00   477    0.0  1.00  1.00  1.00  0  decor       -
2145.00  355.00   506    0.0  1.00  1.00  1.00  0  decor       -
2145.00  355.00   542    0.0  1.00  1.00  1.00  0  decor       -
2145.00  585.00    29    0.0  1.00  1.00  1.00  0  decor       -
2146.61    1.00   154    0.0  1.00  1.00  1.00  0  decor       -
2146.61    1.00   186    0.0  1.00  1.00  1.00  0  hazard:1    64.60x64.60
2169.00  349.00   454    0.0  1.00  1.00  1.00  0  decor       -
2169.00  379.00   453    0.0  1.00  1.00  1.00  0  decor       -
2169.00  409.00   453    0.0  1.00  1.00  1.00  0  decor       -
2169.00  439.00   453    0.0  1.00  1.00  1.00  0  decor       -
2169.00  469.00   453    0.0  1.00  1.00  1.00  0  decor       -
2175.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
2175.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2185.00  345.00   506  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  345.00   542  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  375.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  375.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  405.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  405.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  435.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  435.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  465.00   507  -90.0  1.00  1.00  1.00  0  decor       -
2185.00  465.00   543  -90.0  1.00  1.00  1.00  0  decor       -
2190.75  375.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2190.75  405.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2190.75  435.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2190.75  465.00   468  -90.0  1.00  1.00  1.00  0  solid:0     1.50x30.00
2205.00    7.00   446    0.0  1.00  1.00  1.00  0  hazard:0    9.00x7.20
2205.00   11.00   227    0.0  1.00  1.00  1.00  0  decor       -
2205.00  321.00   218 -180.0  1.00  1.00  1.00  0  hazard:0    4.00x7.60
2205.00  345.00   469    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
2205.00  345.00   479    0.0  1.00  1.00  1.00  0  decor       -
2205.00  375.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2205.00  405.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2205.00  435.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2205.00  465.00   480 -180.0  1.00  1.00  1.00  0  decor       -
2213.39    1.00   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39   29.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39   59.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39   89.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39  119.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39  149.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39  179.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39  209.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2213.39  239.77   503  -90.0  1.00  1.00  1.00  0  decor       -
2220.92  273.38   223    0.0  1.00  1.00  1.00  0  decor       -
2221.00  273.00    84    0.0  1.00  1.00  1.00  0  orb:3       36.00x36.00
2221.00  273.00   236    0.0  1.00  1.00  1.00  0  decor       -

IDs in region:
  480: 30
  453: 30
  468: 26
  503: 23
  507: 20
  543: 20
  477: 17
  446: 12
  227: 12
  542: 10
  454: 8
  506: 8
  469: 6
  509: 5
  545: 5
  218: 5
  479: 4
  471: 4
  478: 3
  467: 3
  107: 3
  29: 2
  508: 2
  216: 2
  84: 2
  223: 2
  236: 2
  30: 1
  104: 1
  744: 1
  221: 1
  470: 1
  222: 1
  17: 1
  154: 1
  186: 1
