x       y       id    rot    scale sx    sy    nt  class       AABB
 867.00  149.00   660    0.0  1.00  1.00  1.00  0  portal:4    34.00x86.00
 867.22  144.29  1020    0.0  1.00  1.00  1.00  0  decor       -
 867.22  144.29  1020   11.0  1.20  1.00  1.00  0  decor       -
 867.57  321.00   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 867.57  321.00   719   63.0  1.00  1.00  1.00  0  decor       -
 871.00  211.00  1006    0.0  1.00  1.00  1.00  0  decor       -
 875.00  525.00    29    0.0  1.00  1.00  1.00  0  decor       -
 881.19  294.27   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 881.19  294.27   719   63.0  1.00  1.00  1.00  0  decor       -
 885.00    6.00   421    0.0  1.00  1.00  1.00  0  hazard:0    9.00x5.20
 885.00    6.50   419    0.0  1.00  1.00  1.00  0  decor       -
 885.00    9.00   669   90.0  1.00  1.00  1.00  0  decor       -
 885.00   12.50   419    0.0  1.00  1.00  1.00  0  decor       -
 885.00   15.00   669   90.0  1.00  1.00  1.00  0  decor       -
 885.00  300.00   688   90.0  1.00  1.00  1.00  0  decor       -
 885.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 885.00  375.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 894.81  267.54   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 894.81  267.54   719   63.0  1.00  1.00  1.00  0  decor       -
 899.95    4.67   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 899.95    4.67   719  -63.0  1.00  1.00  1.00  0  decor       -
 908.43  240.81   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 908.43  240.81   719   63.0  1.00  1.00  1.00  0  decor       -
 913.95   30.67   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 913.95   30.67   719  -63.0  1.00  1.00  1.00  0  decor       -
 915.00    6.00   421    0.0  1.00  1.00  1.00  0  hazard:0    9.00x5.20
 915.00    6.50   419    0.0  1.00  1.00  1.00  0  decor       -
 915.00   12.50   419    0.0  1.00  1.00  1.00  0  decor       -
 915.00   15.00   738    0.0  1.00  1.00  1.00  0  decor       -
 915.00   30.00   688   90.0  1.00  1.00  1.00  0  decor       -
 915.00   45.00   669   90.0  1.00  1.00  1.00  0  decor       -
 915.00  240.00   688   90.0  1.00  1.00  1.00  0  decor       -
 915.00  285.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 915.00  315.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 915.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 915.00  375.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 922.05  214.08   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 922.05  214.08   719   63.0  1.00  1.00  1.00  0  decor       -
 927.57   57.40   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 927.57   57.40   719  -63.0  1.00  1.00  1.00  0  decor       -
 930.50  204.91   721   47.0  1.00  1.00  1.00  0  decor       -
 931.00  187.00  1005 -180.0  1.00  1.00  1.00  0  decor       -
 937.95  214.08   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 937.95  214.08   719  -63.0  1.00  1.00  1.00  0  decor       -
 941.19   84.14   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 941.19   84.14   719  -63.0  1.00  1.00  1.00  0  decor       -
 943.00  169.00   149   90.0  0.50  1.00  1.00  0  decor       -
 945.00   15.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 945.00   45.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 945.00   90.00   688   90.0  1.00  1.00  1.00  0  decor       -
 945.00  240.00   688   90.0  1.00  1.00  1.00  0  decor       -
 945.00  285.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 945.00  315.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 945.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 951.57  240.81   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 951.57  240.81   719  -63.0  1.00  1.00  1.00  0  decor       -
 954.81  110.86   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 954.81  110.86   719  -63.0  1.00  1.00  1.00  0  decor       -
 965.19  267.54   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 965.19  267.54   719  -63.0  1.00  1.00  1.00  0  decor       -
 968.43  137.59   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 968.43  137.59   719  -63.0  1.00  1.00  1.00  0  decor       -
 975.00   15.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 975.00   45.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 975.00   75.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 975.00  105.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 975.00  150.00   688   90.0  1.00  1.00  1.00  0  decor       -
 975.00  300.00   688   90.0  1.00  1.00  1.00  0  decor       -
 975.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
 978.81  294.27   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 978.81  294.27   719  -63.0  1.00  1.00  1.00  0  decor       -
 982.05  164.32   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 982.05  164.32   719  -63.0  1.00  1.00  1.00  0  decor       -
 990.50  173.50   721  -47.0  1.00  1.00  1.00  0  decor       -
 991.00  183.00   671    0.0  1.00  1.00  1.00  0  decor       -
 991.00  191.00  1005    0.0  1.00  1.00  1.00  0  decor       -
 991.00  213.00   671    0.0  1.00  1.00  1.00  0  decor       -
 991.00  243.00   671    0.0  1.00  1.00  1.00  0  decor       -
 991.00  273.00   671    0.0  1.00  1.00  1.00  0  decor       -
 991.00  303.00   671    0.0  1.00  1.00  1.00  0  decor       -
 992.81  320.27   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 992.81  320.27   719  -63.0  1.00  1.00  1.00  0  decor       -
 997.11  307.90   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 997.11  307.90   719   63.0  1.00  1.00  1.00  0  decor       -
 997.95  164.32   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
 997.95  164.32   719   63.0  1.00  1.00  1.00  0  decor       -
1005.00   15.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1005.00   45.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1005.00   75.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1005.00  105.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1005.00  150.00   688   90.0  1.00  1.00  1.00  0  decor       -
1005.00  300.00   688   90.0  1.00  1.00  1.00  0  decor       -
1005.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1010.73  281.17   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1010.73  281.17   719   63.0  1.00  1.00  1.00  0  decor       -
1011.57  137.59   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1011.57  137.59   719   63.0  1.00  1.00  1.00  0  decor       -
1024.35  254.44   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1024.35  254.44   719   63.0  1.00  1.00  1.00  0  decor       -
1025.19  110.86   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1025.19  110.86   719   63.0  1.00  1.00  1.00  0  decor       -
1035.00   15.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1035.00   45.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1035.00   90.00   688   90.0  1.00  1.00  1.00  0  decor       -
1035.00  248.00   688   90.0  1.00  1.00  1.00  0  decor       -
1035.00  285.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1035.00  315.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1035.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1037.97  227.71   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1037.97  227.71   719   63.0  1.00  1.00  1.00  0  decor       -
1038.81   84.14   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1038.81   84.14   719   63.0  1.00  1.00  1.00  0  decor       -
1045.00  169.00   149   90.0  0.50  1.00  1.00  0  decor       -
1045.00  199.00  1005 -180.0  1.00  1.00  1.00  0  decor       -
1046.42  218.53   721   47.0  1.00  1.00  1.00  0  decor       -
1053.87  227.71   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1053.87  227.71   719  -63.0  1.00  1.00  1.00  0  decor       -
1057.19   77.59   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1057.19   77.59   719  -63.0  1.00  1.00  1.00  0  decor       -
1061.00  244.00   688   90.0  1.00  1.00  1.00  0  decor       -
1063.00   86.00   688   90.0  1.00  1.00  1.00  0  decor       -
1065.00   15.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1065.00   45.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1065.00  287.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1065.00  315.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1065.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1067.49  254.44   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1067.49  254.44   719  -63.0  1.00  1.00  1.00  0  decor       -
1070.81  104.33   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1070.81  104.33   719  -63.0  1.00  1.00  1.00  0  decor       -
1076.50  113.50   721  -47.0  1.00  1.00  1.00  0  decor       -
1076.50  113.50   991 -139.0  1.00  1.00  1.00  0  hazard:0    3.91x3.99
1077.00  129.00  1005    0.0  1.00  1.00  1.00  0  decor       -
1079.00  129.00   671    0.0  1.00  1.00  1.00  0  decor       -
1079.00  157.00   671    0.0  1.00  1.00  1.00  0  decor       -
1079.00  187.00   671    0.0  1.00  1.00  1.00  0  decor       -
1079.00  217.00   671    0.0  1.00  1.00  1.00  0  decor       -
1079.00  247.00   671    0.0  1.00  1.00  1.00  0  decor       -
1079.00  277.00   671    0.0  1.00  1.00  1.00  0  decor       -
1080.36  267.86   721   63.0  1.00  1.00  1.00  0  decor       -
1080.36  267.86   721  -53.0  1.00  1.00  1.00  0  decor       -
1081.95  104.33   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1081.95  104.33   719   63.0  1.00  1.00  1.00  0  decor       -
1085.57  269.00   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1086.43  259.25   721  153.0  1.00  1.00  1.00  0  decor       -
1093.00    5.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1093.00   35.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1093.00   80.00   688   90.0  1.00  1.00  1.00  0  decor       -
1094.69   86.03   917  155.0  1.20  1.00  1.00  0  decor       -
1095.00  289.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1095.00  315.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1095.00  345.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1095.57   77.59   719   63.0  1.00  1.00  1.00  0  decor       -
1099.19  242.27   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1099.19  242.27   719   63.0  1.00  1.00  1.00  0  decor       -
1102.19   72.03   917  155.0  1.20  1.00  1.00  0  decor       -
1103.00  248.00   688   90.0  1.00  1.00  1.00  0  decor       -
1108.69   59.03   917  155.0  1.20  1.00  1.00  0  decor       -
1109.19   50.87   719   63.0  1.00  1.00  1.00  0  decor       -
1112.81  215.54   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1112.81  215.54   719   63.0  1.00  1.00  1.00  0  decor       -
1116.19   45.03   917  155.0  1.20  1.00  1.00  0  decor       -
1119.00  525.00    29    0.0  1.00  1.00  1.00  0  decor       -
1121.69   32.03   917  155.0  1.20  1.00  1.00  0  decor       -
1122.19   23.86   719   63.0  1.00  1.00  1.00  0  decor       -
1123.00   20.00   688   90.0  1.00  1.00  1.00  0  decor       -
1125.00    6.00   421    0.0  1.00  1.00  1.00  0  hazard:0    9.00x5.20
1125.00    6.50   419    0.0  1.00  1.00  1.00  0  decor       -
1125.00   12.50   419    0.0  1.00  1.00  1.00  0  decor       -
1125.00  293.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1125.00  323.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1125.00  353.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1126.43  188.81   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1126.43  188.81   719   63.0  1.00  1.00  1.00  0  decor       -
1129.19   18.03   917  155.0  1.20  1.00  1.00  0  decor       -
1133.00  188.00   688   90.0  1.00  1.00  1.00  0  decor       -
1133.00  233.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1133.00  263.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1139.11   87.23    12   53.0  1.00  1.00  1.00  0  portal:0    34.00x86.00
1139.11   87.23    99   53.0  1.00  1.00  1.00  0  portal:10   31.00x90.00
1140.05  162.08   667   63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1140.05  162.08   719   63.0  1.00  1.00  1.00  0  decor       -
1141.00  -47.00  1006    0.0  1.00  1.00  1.00  0  decor       -
1141.87   89.02  1020   53.0  1.00  1.00  1.00  0  decor       -
1143.22   88.29  1020   11.0  1.20  1.00  1.00  0  decor       -
1145.75  140.75   917  -21.0  1.00  1.00  1.00  0  decor       -
1151.25  138.75   917    0.0  1.00  1.00  1.00  0  decor       -
1151.25  146.25   917    0.0  1.00  1.00  1.00  0  decor       -
1151.25  153.75   917    0.0  1.00  1.00  1.00  0  decor       -
1153.25  127.75   917  -21.0  1.00  1.00  1.00  0  decor       -
1154.05  136.08   719   63.0  1.00  1.00  1.00  0  decor       -
1155.00    6.00   421    0.0  1.00  1.00  1.00  0  hazard:0    9.00x5.20
1155.00    6.50   419    0.0  1.00  1.00  1.00  0  decor       -
1155.00   12.50   419    0.0  1.00  1.00  1.00  0  decor       -
1155.00   37.50   664 -180.0  1.00  1.00  1.00  0  solid:0     30.00x15.00
1155.00   37.50  1080    0.0  1.00  1.00  1.00  0  decor       -
1155.00   50.00   506    0.0  1.00  1.00  1.00  0  decor       -
1155.00   50.00   980    0.0  1.00  1.00  1.00  0  decor       -
1155.00  148.00   687  -74.0  1.07  1.00  1.00  0  decor       -
1155.00  293.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1155.00  323.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1155.00  353.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1158.75  129.75   917    0.0  1.00  1.00  1.00  0  decor       -
1158.75  131.25   917    0.0  1.00  1.00  1.00  0  decor       -
1158.75  138.75   917    0.0  1.00  1.00  1.00  0  decor       -
1158.75  146.25   917    0.0  1.00  1.00  1.00  0  decor       -
1162.50  125.50   721 -227.0  1.00  1.00  1.00  0  decor       -
1162.75  125.25   917  -50.0  1.00  1.00  1.00  0  decor       -
1163.00  173.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1163.00  203.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1163.00  233.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1163.00  263.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1166.25  129.75   917    0.0  1.00  1.00  1.00  0  decor       -
1166.25  131.25   917    0.0  1.00  1.00  1.00  0  decor       -
1166.25  138.75   917    0.0  1.00  1.00  1.00  0  decor       -
1169.00   69.00   672  180.0  1.00  1.00  1.00  0  decor       -
1169.00   99.00   671    0.0  1.00  1.00  1.00  0  decor       -
1169.00  129.00   671    0.0  1.00  1.00  1.00  0  decor       -
1171.19  136.08   719  -63.0  1.00  1.00  1.00  0  decor       -
1172.25  127.25   917   21.0  1.00  1.00  1.00  0  decor       -
1173.75  138.75   917    0.0  1.00  1.00  1.00  0  decor       -
1173.75  146.25   917    0.0  1.00  1.00  1.00  0  decor       -
1173.75  153.75   917    0.0  1.00  1.00  1.00  0  decor       -
1177.75  140.75   917   21.0  1.00  1.00  1.00  0  decor       -
1184.81  162.81   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1184.81  162.81   719  -63.0  1.00  1.00  1.00  0  decor       -
1185.00    6.00   421    0.0  1.00  1.00  1.00  0  hazard:0    9.00x5.20
1185.00    6.50   419    0.0  1.00  1.00  1.00  0  decor       -
1185.00   12.50   419    0.0  1.00  1.00  1.00  0  decor       -
1185.00   37.50   663    0.0  1.00  1.00  1.00  0  solid:0     30.00x15.00
1185.00   37.50  1079    0.0  1.00  1.00  1.00  0  decor       -
1185.00   50.00   507    0.0  1.00  1.00  1.00  0  decor       -
1185.00   50.00   981    0.0  1.00  1.00  1.00  0  decor       -
1185.00  293.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1185.00  323.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1185.00  353.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1193.00  188.00   688   90.0  1.00  1.00  1.00  0  decor       -
1193.00  233.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1193.00  263.00    94    0.0  1.00  1.00  1.00  0  solid:0     30.00x30.00
1198.43  189.54   667  -63.0  1.00  1.00  1.00  0  hazard:0    9.43x10.74
1198.43  189.54   719  -63.0  1.00  1.00  1.00  0  decor       -

IDs in region:
  94: 54
  719: 43
  667: 39
  917: 24
  688: 19
  419: 16
  671: 15
  721: 9
  991: 7
  421: 7
  992: 6
  989: 5
  990: 5
  669: 5
  1020: 4
  1006: 4
  1005: 4
  738: 3
  672: 2
  29: 2
  149: 2
  509: 1
  983: 1
  512: 1
  986: 1
  720: 1
  17: 1
  660: 1
  101: 1
  998: 1
  918: 1
  676: 1
  506: 1
  980: 1
  12: 1
  99: 1
  687: 1
  507: 1
  981: 1
  664: 1
  663: 1
  1080: 1
  1079: 1
